// This file was generated by compilefs.
// Edit only if you aren't going to recompile.
// Distributed under the CC0 public domain license.
// By Alison Sanderson. Attribution is encouraged, though not required.
// See licenses/cc0.txt for more information.
[en enu default]
   "\cg- Removed Score Golf mode";

"LITH_UPDATE_1_5" =
   "\cf(\ciAug. 25, 2017\cf) \cjFrom \cn1.5 beta\cj to \cf1.5\cj:\n"
   "\cd+ Added the remaining Methods:\n"
   "\cb] Blade, slot 1 - small slash, basic melee\n"
   "\cb] Feuer, slot 3 - fires out two fireballs\n"
   "\cb] Delear, slot 2 - fires out 16 projectiles in succession\n"
   "\cb] Romyetya, slot 4 - rapid slashing attacks\n"
   "\cb] Hulgyon, slot 5 - fires pillars of energy in front of you\n"
   "\cb] Hosh'danma, slot 6 - violently fires out a bunch of stars\n"
   "\cb] Cercle de la Mort, slot 7.\n"
   "\cd+ Added the remaining upgrades. Go figure those out yourself I'm tired.\n"
   "\cd+ Added the Shock Rifle, slot 3 Cyber-Mage weapon.\n"
   "\cd+ Added all the intermission screen stuff.\n"
   "\cd+ Added pickup sprites for Cyber-Mage.\n"
   "\cd+ Added sprites for the Ion Rifle.\n"
   "\cd+ Added new menus! All of them! Really, launch the game! THEY'RE COOL THANK YOU JIMMY\n"
   "\cd+ Added the Ghost GUI theme.\n"
   "\cd+ Added the Basilissa GUI theme (thanks, Shivers and Kurashiki!)\n"
   "\cd+ Added in-game changelog.\n"
   "\cd+ Added missing info pages.\n"
   "\cd+ Added new info pages.\n"
   "\cd+ Added the rest of Cyber-Mage's mail.\n"
   "\cd+ Added messages when defeating phantoms.";

"LITH_UPDATE_1_5_Page2" =
   "\cd+ Added an animation when the SMG overheats.\n"
   "\cd+ Added an armor type indicator to Cyber-Mage's HUD.\n"
   "\cd+ Added more pickup sounds.\n"
   "\cd+ Added Cyber-Mage's Charge Fist sprites.\n"
   "\cj| Fixed death exits not deinitializing stuff properly.\n"
   "\cj| Made Star Shot take less mana.\n"
   "\cj| Fixed weird UDMF maps breaking things.\n"
   "\cj| Made air-sliding usable when the jet booster is uncharged.\n"
   "\cj| Improved the way rain audio is handled.\n"
   "\cj| Made item glow specific to class.\n"
   "\cj| Improved performance when using ZScript.\n"
   "\cj| Separated ammo/magazine counting on the HUD.\n"
   "\cj| Changed the log color for Cyber-Mage.\n"
   "\cj| Improved the way mail messages and environment settings are handled.\n"
   "\cj| Made the laser rifle trail prettier.\n"
   "\cj| Changed the way the Star Destroyer targets enemies, making it even more deadly.\n"
   "\cj| Fixed the log being positioned wrong for Cyber-Mage.\n"
   "\cj| Raised the base difficulty to 10.\n"
   "\cj| Slightly nerfed the Sniper Rifle.\n"
   "\cj| Made Barons never infight with Knights.\n"
   "\cj| Fixed some info pages never being unlocked.\n"
   "\cj| Increased the Missile Launcher's damage.";

"LITH_UPDATE_1_5_Page3" =
   "\cj| Slightly changed the SMG's draw sound.\n"
   "\cj| Moved the TITLEMAP to the doom2 filter, so it won't make some games unplayable.\n"
   "\cj| Made rain effects better (thanks, Kate!)\n"
   "\cj| Fixed some ZScript event handler bugs.\n"
   "\cj| Optimized enemy barrier display, improving performance a ton on huge maps.\n"
   "\cj| Changed the font on settings menu headers.\n"
   "\cj| Fixed homing rockets having the wrong sprite when spawning.\n"
   "\cj| Made mana pickups rainbow-y.\n"
   "\cj| Fixed a bunch of errors in the boss code. Whoops.\n"
   "\cj| Made the Finalizer upgrade stronger.\n"
   "\cj| Made Finalizer deal damage on hit.\n"
   "\cj| Made Finalizer disintegrate enemies when killed.\n"
   "\cj| Fixed Hell Knight attack frames.\n"
   "\cj| Made the monster tracker allocate into a different address space. (This is faster.)\n"
   "\cj| Improved performance slightly in some trigonometry-heavy areas.\n"
   "\cj| Fixed CBI items being installable twice.\n"
   "\cj| Made damage bobbing a bit smoother.\n"
   "\cj| Made the enemy checker simpler and more robust.\n"
   "\cj| Fixed Delear taking too much Mana.\n"
   "\cj| Fixed shop weapons not being given correctly.\n"
   "\cj| Probably fixed some crashing. Probably.";

"LITH_UPDATE_1_5b" =
   "\cf(\ciJul. 17, 2017\cf) \cjFrom \cn1.5 alpha 2\cj to \cf1.5 beta\cj:\n"
   "\cd+ Enemies now have a level and rank, which determine their health\n"
   "\cd  and resistances, et al.\n"
   "\cd+ Added 3 spells for Cyber-Mage: Delear, Hulgyon and Star Shot.\n"
   "\cd+ Added a spell selection menu.\n"
   "\cd+ Added Mana.\n"
   "\cd+ Added support for monster mods that don't account for Lithium.\n"
   "\cd+ Added extra support for Colorful Hell.\n"
   "\cd+ Added new upgrades for Cyber-Mage, half of which are\n"
   "\cd  not implemented yet. The implemented ones include:\n"
   "\cb] Soul Cleaver\n"
   "\cb] Finalizer\n"
   "\cb] SMG Trimag\n"
   "\cb] Seeker Rounds\n"
   "\cb] Safety System\n"
   "\cb] Longinus Solspear\n"
   "\cj| Improved the settings menu.\n"
   "\cj| Fixed extremely terrible balance issues.\n"
   "\cj| Fixed rain only spawning in your line of sight.\n"
   "\cj| Fixed horrible performance issues with the pause-in-menus setting.\n"
   "\cj| Made weapon pickup sounds play when selling the weapon.\n"
   "\cj| Made the Star Destroyer sound slightly nicer in OpenAL.";

"LITH_UPDATE_1_5b_Page2" =
   "\cj| Made the Combat Rifle never auto-aim.\n"
   "\cj| Fixed the Barrier powerup not displaying stacked uses properly.\n"
   "\cj| Made the Spider Mastermind slightly more dangerous.\n"
   "\cj| Made the SPAS reload faster.\n"
   "\cj| Made the upgrades screen prettier.\n"
   "\cd+ Re-added Heretic support.\n"
   "\cd+ Added a \"log ammo pickups\" setting.\n"
   "\cd+ Added more info pages.\n"
   "\cd+ Added more unique pickup sounds.\n"
   "\cd+ Added a \"no item effects\" setting.\n"
   "\cd+ Added a pickup sprite for Cyber-Mage's shotgun.\n"
   "\cj| Decreased memory usage.\n"
   "\cj| Made the Charge Fist not suck, thanks to Yholl.\n"
   "\cj| Made the Vital Scanner an implicit upgrade, as it is now necessary.\n"
   "\cj| Made the Ion Rifle reload automatically on its final shot.\n"
   "\cj| Fixed upgrades being updated while the game is paused.\n"
   "\cj| Made the Star Destroyer's projectile smaller.\n"
   "\cj| Fixed infinite noise emittance with sv_weaponstay on.\n"
   "\cd+ Added new endings for both player classes.\n"
   "\cd+ Added more debugging settings.\n"
   "\cd+ Added something.\n"
   "\cg- Removed the slide indicator from the HUD";

"LITH_UPDATE_1_5a2" =
   "\cf(\ciJul. 7, 2017\cf) \cjFrom \cn1.5 alpha\cj to \cf1.5 alpha 2\cj:\n"
   "\cj| Fixed pausing weapons being caused from external sources\n"
   "\cj  (which broke the adrenaline upgrade completely.)";

"LITH_UPDATE_1_5a" =
   "\cf(\ciJul. 7, 2017\cf) \cjFrom \cn1.4\cj to \cf1.5 alpha\cj:\n"
   "\cd+ Added searching to the info panel.\n"
   "\cd+ Added an adrenaline indicator to the HUD.\n"
   "\cd+ Added a test map (named TESTMAP).\n"
   "\cd+ Added some environment/ambiance settings.\n"
   "\cd  May act slightly weird sometimes.\n"
   "\cd+ Added map spawn IDs for stuff.\n"
   "\cd+ Added a No Bosses CVar (lith_sv_nobosses).\n"
   "\cd+ Added dialogue and terminal systems. Don't ask.\n"
   "\cd+ Added 007 Mode extra upgrade.\n"
   "\cd+ Added behaviour for several Extra Hard enemies.\n"
   "\cj| Fixed some rather major bugs.\n"
   "\cj| Merged extras addon with the main mod.\n"
   "\cb] ZScript is auto-detected, so it only enables ZScript-only features\n"
   "\cb  when available.\n"
   "\cb] The mod still mainly targets ZDoom 2.8.1, however running it in newer\n"
   "\cb  GZDoom versions is now stable and will give you extra features.\n"
   "\cj| Fixed a lot of spelling errors.\n"
   "\cj| Made the HUD weapon numbers change color when you have more\n"
   "\cj  weapons in that slot.\n"
   "\cj| Fixed the Spider Mastermind not being terrifying enough.\n"
   "\cj| Made the rifle clickier as it runs out of ammo.";

"LITH_UPDATE_1_5a_Page2" =
   "\cj| Compressed some sounds, reducing the overall file size.\n"
   "\cj| Fixed some weird balance issues.\n"
   "\cj| Fixed chaingunners using the wrong sound.\n"
   "\cj| Replaced slider ticking sound to be less terrible.\n"
   "\cj| Changed the ground hit sound for the Move Wetware upgrade.\n"
   "\cj| Fixed bought upgrades actually not giving the right upgrade\n"
   "\cj  sometimes. WHOOPS\n"
   "\cj| Decreased the price of extra upgrades to be slightly more obtainable.\n"
   "\cj| Fixed pause in menus not pausing weapon states.\n"
   "\cg- Removed autogroups due to their hard-to-maintain nature. May add\n"
   "\cg  them back in 1.5 beta in some way.\n"
   "\cg- Removed heretic support. 2hard4me\n"
   "\cd+ Added fun";

"LITH_UPDATE_1_4" =
   "\cf(\ciApr. 14, 2017\cf) \cjFrom \cn1.3.1\cj to \cf1.4\cj:\n"
   "\cd+ Added Phantoms.\n"
   "\cd+ Added a CBI upgrades/performance system.\n"
   "\cd+ Added GUI themes.\n"
   "\cd+ Added a Plasma Pistol upgrade.\n"
   "\cd+ Added a Particle Beam upgrade.\n"
   "\cd+ Added a Laser Rifle upgrade.\n"
   "\cd+ Added a Homing Rocket upgrade.\n"
   "\cd+ Added new sprites for the Gauss Rifle.\n"
   "\cd+ Added a Quick Knife button.\n"
   "\cd+ Added a mail system.\n"
   "\cd+ Added LegenDoom Lite compatibility.\n"
   "\cd+ Added a score golf mode.\n"
   "\cd+ Added a teleport-in-items setting.\n"
   "\cd+ Added a bright weapon pickups setting.\n"
   "\cd+ Released Extras addon.\n"
   "\cd+ Released Damage Bob Only mod.\n"
   "\cd+ Added filtering to the upgrades screen.\n"
   "\cj| Improved the Upgrades screen.\n"
   "\cj| Fixed performance issues with the Settings screen.\n"
   "\cj| Replaced the HUD's background color with black.\n"
   "\cj| Made the SSG faster, and stronger.";

"LITH_UPDATE_1_4_Page2" =
   "\cj| Fixed the Combat Rifle and Sniper Rifle not actually being hitscan.\n"
   "\cj| Gave Hell Knights/Barons and Cacodemons proper blood colors.\n"
   "\cj| Re-fixed shop buy messages logging wrong.\n"
   "\cj| Added the Charge Fist to the shop.\n"
   "\cj| Fixed some of the info pages.\n"
   "\cj| Fixed weapon pickups murdering framerate while the level is frozen.\n"
   "\cj| Fixed the Laser Shotgun not resetting pitch all the way.\n"
   "\cj| Fixed CVarInfo error under certain games.\n"
   "\cj| Made weapon pickups look better in OpenGL.\n"
   "\cj| Fixed weapon pickups breaking in maps with specials attached\n"
   "\cj  to weapons.\n"
   "\cj| Buffed the Charge Fist.\n"
   "\cj| Replaced bullet pickup graphics.\n"
   "\cj| Added a noise when getting hit with Reactive Armor protection.\n"
   "\cj| Improved the readability of info pages with images.\n"
   "\cj| Decreased the backpack discount percentage.\n"
   "\cj| Moved the Settings screen to the BIP.\n"
   "\cj| Moved keys on the HUD to the top of the screen.\n"
   "\cj| Fixed obituary messages with the Instant Death downgrade.\n"
   "\cj| Slightly rebalanced score given by enemies.\n"
   "\cg- Removed fun\n"
   "\cd+ Definitely did not add evil gost.";

"LITH_UPDATE_1_3_1" =
   "\cf(\ciMar. 16, 2017\cf) \cjFrom \cn1.3\cj to \cf1.3.1\cj:\n"
   "\cj| Fixed maps with ACS scripts in them occasionally causing\n"
   "\cj  reality to collapse.\n"
   "\cj| Gave the charge fist a better animation and range.\n"
   "\cj| Fixed resurrected enemies not getting poisoned.\n"
   "\cj| Increased shell ammo to 60.\n"
   "\cd+ Added a setting for cursor speed.";

"LITH_UPDATE_1_3" =
   "\cf(\ciMar. 16, 2017\cf) \cjFrom \cn1.2\cj to \cf1.3\cj:\n"
   "\cj| Rebalanced a lot of stuff, mainly weapons and score amounts.\n"
   "\cj| Made the cannon a lot easier to use.\n"
   "\cj| Redid the GUI a bit. Mainly, stretched it from 320x200 to 320x240.\n"
   "\cj| Improved scrollbars significantly.\n"
   "\cj| Re-did the heads up display.\n"
   "\cd+ Added Auto-Groups, which let you quickly toggle or buy upgrades,\n"
   "\cd  as well as auto-buy them.\n"
   "\cd+ Added the Super Shotgun.\n"
   "\cd+ Added the Missile Launcher.\n"
   "\cd+ Added the Charge Fist (replaces chainsaw.)\n"
   "\cd+ Added a pickup sprite for the Omega Cannon.\n"
   "\cd+ Added a Poison Shotgun upgrade.\n"
   "\cd+ Added indicators for mode changes/current mode of the reactive\n"
   "\cd  armor upgrade.\n"
   "\cd+ Added a display for current score multiplier on the upgrades screen.\n"
   "\cd+ Added a setting for clearing the combat rifle's mode when\n"
   "\cd  switching weapons.\n"
   "\cd+ Added a setting for hiding the log.\n"
   "\cd+ Added a setting for drawing the log from the top of the screen.\n"
   "\cd+ Added settings for the Vital Scanner upgrade.\n"
   "\cd+ Added enemy compatibility checker.";

"LITH_UPDATE_1_3_Page2" =
   "\cd+ Added a titlemap and title music.\n"
   "\cd+ Added (badly written) intermission texts.\n"
   "\cd+ Added a pretty loading screen.\n"
   "\cd+ Added missing info pages.\n"
   "\cd+ Added info pages for enemies, some companies I forgot to mention,\n"
   "\cd  and new places.\n"
   "\cd+ Added an implicit upgrade for zooming in on stuff.\n"
   "\cd+ Added serious mode.\n"
   "\cj| Polished the upgrades panel.\n"
   "\cj| Polished the info panel.\n"
   "\cj| Made the Move Wetware's ground stomp actually useful.\n"
   "\cj| Made sold weapon messages more descriptive.\n"
   "\cj| Fixed sold weapon prices being wrong.\n"
   "\cj| Fixed bad wording in a lot of the info pages.\n"
   "\cj| Fixed bad wording in some upgrade descriptions.\n"
   "\cj| Fixed GUI sliders being wonky.\n"
   "\cj| Fixed the sniper rifle making things fly into oblivion.\n"
   "\cj| Made the vital scanner freak out on strong enemies.\n"
   "\cj| Fixed Auto Reload not having a description.\n"
   "\cj| Fixed the pistol's info page.\n"
   "\cj| Fixed the arachnotron/spider mastermind names being wrong.\n"
   "\cj| Changed some miscellaneous text.";

"LITH_UPDATE_1_3_Page3" =
   "\cj| Improved the way the Adrenaline upgrade works.\n"
   "\cj| Fixed items being picked up too much.\n"
   "\cj| Fixed score multiplier not being applied occasionally.\n"
   "\cj| Made the Punctuator Cannon take more ammo.\n"
   "\cj| Nerfed the reactive armor upgrade.\n"
   "\cj| Fixed rockets acting weird at certain angles.\n"
   "\cj| Made the Vital Scanner upgrade cheaper.\n"
   "\cg- Removed some items from the shop.";

"LITH_UPDATE_1_2" =
   "\cf(\ciFeb. 1, 2017\cf) \cjFrom \cn1.1\cj to \cf1.2\cj:\n"
   "\cd+ Added logos for companies in the BIP\n"
   "\cd+ Added a log tab to the CBI for showing things you've done or used\n"
   "\cd+ Added lith_player_scorelog for logging any score you gain to the HUD\n"
   "\cd+ Added Heretic support\n"
   "\cd+ Added new pickup sprites for the shotgun, plasma rifle and combat rifle\n"
   "\cd+ Added a Revolver weapon to the shop\n"
   "\cd+ Added new skill definitions - tourist, easy, normal, hard, extra hard,\n"
   "\cd  and nightmare\n"
   "\cd+ Added an automatic pistol upgrade\n"
   "\cd+ Gave the grenade launcher an actual grenade firing altfire\n"
   "\cd+ Added a Vital Scanner upgrade, which lets you see an enemy's health\n"
   "\cd  and the damage you deal to them\n"
   "\cd+ Added a new debugging cvar\n"
   "\cd+ Added a payout system, where you get paid based on percentages\n"
   "\cd  when you beat a level or hub\n"
   "\cd+ Added an Auto Reload upgrade, which loads your guns for you while\n"
   "\cd  they're not selected\n"
   "\cd+ Added a Laser Shotgun weapon to the shop\n"
   "\cd+ Added a Sniper Rifle weapon to the shop\n"
   "\cd+ Added a knife which replaces the fist\n"
   "\cd+ Added menu sounds and a smallfont replacement";

"LITH_UPDATE_1_2_Page2" =
   "\cj| Made the pistol do more damage\n"
   "\cj| Probably fixed more crashes\n"
   "\cj| Made combat rifle spit blood better\n"
   "\cj| Made the cannon a bit easier to aim\n"
   "\cj| Fixed revenant missiles changing state when adrenaline is activated\n"
   "\cj| Fixed all the crashes ever probably\n"
   "\cj| Changed the pistol's capacity to 14 rounds instead of 7\n"
   "\cj| Moved murderous enemies to the Extra Hard skill\n"
   "\cj| Fixed not being able to pick up weapons sometimes\n"
   "\cj| Made the pistol, rocket launcher and shotgun's firing animations better\n"
   "\cj| Fixed the spiral rocket attack not being strong enough and not doing\n"
   "\cj  damage to Cyberdemons\n"
   "\cj| Gave the Gauss Rifle 5 extra rounds\n"
   "\cj| Fixed scopes being offset wrong\n"
   "\cj| Buffed the rocket launcher's attacks\n"
   "\cj| Nerfed the shotgun's attacks\n"
   "\cj| Fixed the barrier powerup acting weirdly sometimes\n"
   "\cj| Fixed flashes not showing up on players in co-op\n"
   "\cj| Reduced file size by compressing music\n"
   "\cj| Made the punctuator cannon's attacks pitchable\n"
   "\cj| Buffed bosses quite a bit\n"
   "\cj| Buffed some weapons";

"LITH_UPDATE_1_1" =
   "\cf(\ciJan. 19, 2017\cf) \cjFrom \cn1.0\cj to \cf1.1\cj:\n"
   "\cd+ Added an indicator for weapons that take ammo and ones that have\n"
   "\cd  magazines\n"
   "\cd+ Added reloading to the rifle, which now has a 40-round magazine that\n"
   "\cd  must be reloaded but doesn't take ammo\n"
   "\cd+ Added the Defensive Mini Nuke upgrade\n"
   "\cd+ Made the player explode on death in singleplayer, togglable\n"
   "\cd  with lith_sv_revenge\n"
   "\cd+ Gave grenades a small smoke trail\n"
   "\cd+ Added weapon readying sounds to the Former Human and Former\n"
   "\cd  Sergeant\n"
   "\cd+ Added the Adrenaline Injector upgrade\n"
   "\cd+ Moved the HUD into an upgrade, so it can be disabled (also gives you\n"
   "\cd  extra score)\n"
   "\cd+ Gave the Mancubus a new attack\n"
   "\cd+ Gave the Cyberdemon a new attack\n"
   "\cd+ Added powerups to the shop\n"
   "\cd+ Added a score multiplier view to the upgrades shop so you can see\n"
   "\cd  what gives how much\n"
   "\cd+ Added the Instant Death downgrade\n"
   "\cd+ Added reloading to the Gauss Shotgun (now Gauss Rifle), which has a\n"
   "\cd  10-round magazine";

"LITH_UPDATE_1_1_Page2" =
   "\cd+ Added a settings page to the CBI which lets you set up CVars\n"
   "\cd+ Gave the Hell Knight a new attack\n"
   "\cd+ Gave the Omega Cannon new sprites, new effects and better balance\n"
   "\cd+ Added the Reactive Armor 2 upgrade\n"
   "\cd+ Added the Omega Railgun upgrade!\n"
   "\cd+ Gave the Shotgun new sprites/animations by Sgt. Shivers\n"
   "\cd+ Gave the Megasphere and Soulsphere new sprites\n"
   "\cd+ Added a custom Teleport Fog effect\n"
   "\cd+ Gave the Baron of Hell a new attack\n"
   "\cd+ Made the Blur Sphere into a Barrier powerup\n"
   "\cd+ Added fun\n"
   "\cj| Fixed the laser rifle making too many particles, destroying FPS (sadly\n"
   "\cj  it doesn't look as nice anymore)\n"
   "\cj| Fixed a potential script overrun in the first tic that could cause\n"
   "\cj  weird bugs\n"
   "\cj| Fixed deselecting the Punctuator Cannon while scoped breaking things\n"
   "\cj| Fixed the Blue Skull Key giving a wrong pickup message\n"
   "\cj| Made inputs a bit snappier\n"
   "\cj| Improved scope visuals\n"
   "\cj| Fixed enemies not giving score on XDeath\n"
   "\cj| Changed the price of Torgue Mode";

"LITH_UPDATE_1_1_Page3" =
   "\cj| Changed the amount of score the base upgrades take, making it easier\n"
   "\cj  to obtain score\n"
   "\cj| Improved GUI behaviour\n"
   "\cj| Fixed powerups not having the correct sound\n"
   "\cj| Improved the Charge Launcher description\n"
   "\cj| Nerfed the Gauss Rifle and the Combat Rifle further\n"
   "\cj| Made the Charge Launcher better\n"
   "\cj| Tweaked prices on upgrades\n"
   "\cj| Fixed cannon explosion sounds sometimes not playing\n"
   "\cj| Nerfed the Reactive Armor\n"
   "\cj| Probably fixed a ton of crashes\n"
   "\cj| Fixed there not being a space inbetween pickup messages and the\n"
   "\cj  forward arrow\n"
   "\cj| Fixed a bunch of things not alerting monsters\n"
   "\cj| Fixed inconsistencies log messages\n"
   "\cj| Made the scope on the Combat Rifle's burst fire mode optional (disabled\n"
   "\cj  by default)\n"
   "\cj| Fixed the Lost Souls giving too much Score\n"
   "\cj| Added Thing ID validation to the player, which should possibly fix more\n"
   "\cj  advanced ZDoom maps breaking";


// UI ------------------------------------------------------------------------|
"LITH_COST" = "Cost:";
"LITH_EFFECT" = "Effect:";
"LITH_FREE" = "Free";
"LITH_CATEGORY" = "Category";
"LITH_SCOREMULT" = "Score Multiplier";
"LITH_BUY" = "Buy";
"LITH_DEACTIVATE" = "Deactivate";
"LITH_ACTIVATE" = "Activate";
"LITH_EDIT" = "Edit";
"LITH_CLEAR" = "Clear";
"LITH_EMPTY" = "<empty>";
"LITH_NOTE_FMT" = "\cmNote %i";

"LITH_CAT_BODY" = "\cnBody";
"LITH_CAT_WEAP" = "\caWeapon";
"LITH_CAT_EXTR" = "\cfExtra";
"LITH_CAT_DOWN" = "\ctDowngrade";

"LITH_GUI_TEXTBOX" = "Put your cursor here to input text.";

"LITH_TAB_ARSENAL_Stan" = "Arsenal";
"LITH_TAB_ARSENAL_Jem" = "Directives";
"LITH_TAB_ARSENAL_Ari" = "Gear";
"LITH_TAB_ARSENAL_Mod" = "$LITH_TAB_ARSENAL_Stan";

"LITH_TAB_STATUS" = "Status";
"LITH_TAB_INVENTORY" = "Inventory";
"LITH_TAB_INFO" = "Info";
"LITH_TAB_SETTINGS" = "Settings";

"LITH_TAB_ATTRIBUTES" = "Attributes";
"LITH_TAB_CBI" = "CBI";

"LITH_TAB_BIP" = "BIP";
"LITH_TAB_LOG" = "Log";
"LITH_TAB_STATISTICS" = "Statistics";
"LITH_TAB_NOTES" = "Notes";

"LITH_TAB_UPGRADES" = "Upgrades";
"LITH_TAB_SHOP" = "Shop";

// CBI Items -----------------------------------------------------------------|
"LITH_CBI_PERF" = "Performance: %i\cbPerf";
"LITH_CBI_PUSE" = "In use: %i\cbPerf";
"LITH_CBI_WRAM" = "RAM: %iTiB";

"LITH_CBI_INTERFACES" = "Interfaces Installed:";

"LITH_CBI_WeapnInter" = "Weapon Modification Device";
"LITH_CBI_WeapnInte2" = "Weapon Refactoring Device";
"LITH_CBI_ArmorInter" = "Armor Interface";
"LITH_CBI_RDistInter" = "Reality Distortion Interface";

"LITH_CBI_Slot1Spell" = "\ciBlade Spell Driver";
"LITH_CBI_Slot2Spell" = "\ciDelear Spell Driver";
"LITH_CBI_Slot3Spell" = "\ciFeuer Spell Driver";
"LITH_CBI_Slot4Spell" = "\ciRomyetya Spell Driver";
"LITH_CBI_Slot5Spell" = "\ciHulgyon Spell Driver";
"LITH_CBI_Slot6Spell" = "\ciHosh'danma Spell Driver";
"LITH_CBI_Slot7Spell" = "\cgCercle de la Mort Spell Driver";

"LITH_CBI_CPU1" = "OFMD Spec. Nodea 541 Basic CPU";
"LITH_CBI_CPU2" = "KSKK Spec. Z6808 High-Grade CPU";
"LITH_CBI_CPU3" = "KSKK Spec. BC-0265 Super High-Grade CPU";
"LITH_CBI_CPU4" = "AOF 5900001 Rev7 CPU";

// BIP -----------------------------------------------------------------------|
"LITH_BIP_NAME_Search" = "Search";
"LITH_BIP_NAME_Weapons" = "Weapons";
"LITH_BIP_NAME_Adversaries" = "Adversaries";
"LITH_BIP_NAME_Items" = "Items";
"LITH_BIP_NAME_Yourself" = "Yourself";
"LITH_BIP_NAME_Upgrades" = "Upgrades";
"LITH_BIP_NAME_Locations" = "Locations";
"LITH_BIP_NAME_Companies" = "Companies";
"LITH_BIP_NAME_Mail" = "Mail";

"LITH_BIP_HELP_Search" = "Text search all categories.";
"LITH_BIP_HELP_Weapons" = "Weapons and weapon upgrades.";
"LITH_BIP_HELP_Adversaries" = "Enemies and bosses.";
"LITH_BIP_HELP_Items" = "Armors and other loot.";
"LITH_BIP_HELP_Yourself" = "Your attributes, abilities and history.";
"LITH_BIP_HELP_Upgrades" = "Body upgrades.";
"LITH_BIP_HELP_Locations" = "Places of interest around the galaxy.";
"LITH_BIP_HELP_Companies" = "Important companies, historic and current.";
"LITH_BIP_HELP_Mail" = "Received mail.";

// Statistics ----------------------------------------------------------------|
"LITH_STAT_ScoreMul" = "Score Multiplier";
"LITH_STAT_Weapons" = "Weapons Found";
"LITH_STAT_HealthUsed" = "Health Used";
"LITH_STAT_HealthSum" = "Health Sum";
"LITH_STAT_ScoreUsed" = "Score Used";
"LITH_STAT_ScoreSum" = "Score Sum";
"LITH_STAT_Secrets" = "Secrets Found";
"LITH_STAT_Units" = "Units Traveled";
"LITH_STAT_Upgrades" = "Upgrades Owned";
"LITH_STAT_Items" = "Items Bought";
"LITH_STAT_Mail" = "Mail Received";
"LITH_STAT_Time" = "Seconds Elapsed";
"LITH_STAT_Boom" = "Spurious Explosions";
"LITH_STAT_Brouzouf" = "Brouzouf Gained";
"LITH_STAT_TrueMail" = "Mail Truly Received";

// Attributes ----------------------------------------------------------------|
"LITH_ATTR_HELP_ACC" = "Weapon damage";
"LITH_ATTR_HELP_DEF" = "Damage resistance";
"LITH_ATTR_HELP_STR" = "Health capacity";
"LITH_ATTR_HELP_VIT" = "Health item efficiency";
"LITH_ATTR_HELP_POT" = "$LITH_ATTR_HELP_VIT";
"LITH_ATTR_HELP_STM" = "Health regeneration maximum";
"LITH_ATTR_HELP_REP" = "$LITH_ATTR_HELP_STM";
"LITH_ATTR_HELP_REG" = "$LITH_ATTR_HELP_STM";
"LITH_ATTR_HELP_LUK" = "Score gained";
"LITH_ATTR_HELP_RGE" = "Damage buff when hit";
"LITH_ATTR_HELP_CON" = "Damage buff when gaining mana";
"LITH_ATTR_HELP_ADR" = "Damage buff when gaining meter";
"LITH_ATTR_HELP_AGI" = "Speed and damage mitigation when dodging";
"LITH_ATTR_HELP_RSH" = "Damage buff when gaining health";
"LITH_ATTR_HELP_REF" = "Movement speed when hit";

"LITH_OPENER" =
// Misc_Opener.txt
   "1626, New Era.\n"
   "\n"
   "A revelation in multiverse theory: Proof of other universes existing within the same dimension of time as our own universe.\n"
   "\n"
   "Finally explaining the odd artifacts which had been found throughout the new era, the researchers involved were to be awarded for their immense discovery, but soon after disappeared all at once.\n"
   "\n"
   "Twenty years later, 1649 N.E.\n"
   "\n"
   "Communications with these scientists have been re-established, and after investigation by the computer mega-corp Optic Fiber Maxim-Danil, they have been found to be no more than a red mist floating in space.\n"
   "\n"
   "The planetary system's central star had become a hole of darkness, emitting massive amounts of unknown magical energy.\n"
   "\n"
   "A hole which has begun spitting out demons.\n"
   "\n"
   "A portal to Hell itself.\n"
   "\n"
   "May those who attempt to stop it have Godspeed, or Lithium shall forever rain from the skies.";

// EOF
